sampleID,sampleLat,sampleLon,year,window_years,fc,t2m_mean,t2m_var,t2m_ac,tp_mean,tp_var,tp_ac,def_mean,def_var,def_ac,ssrd_mean,ssrd_var,ssrd_ac,TAC_EVI_bimonthly_24,Coef1,Coef2,Coef3,Coef4,Coef5,Coef6,Coef7,Coef8,diff,eTAC
1,-3.95000028,-73.4399997,2019,4,100,298.7634989,0.397088208,0.366893853,0.007629115,7.2188891524041e-06,0.102777885,-0.004016727,8.39127892518076e-06,0.111264547,16064360.31,3.02761E+12,0.183147137,0.148838711,-27106.92188,0.044443127,235.6710968,-143.9780273,-140.0601807,-41.35131073,15.88651371,0,-0.004393103,0.153231814
1,-3.95000028,-73.4399997,2020,4,100,298.7979177,0.353665242,0.334094314,0.007213659,7.06050205502894e-06,0.158416634,-0.00358662,8.31252971032185e-06,0.161892063,16187296.13,3.24634E+12,0.183563261,0.238815659,-27106.92188,0.044443127,235.6710968,-143.9780273,-140.0601807,-41.35131073,15.88651371,0,-0.004811079,0.243626738
1,-3.95000028,-73.4399997,2021,4,100,298.7705129,0.401567547,0.300582528,0.007371059,7.53688315210697e-06,0.170181385,-0.003726866,8.76666464985025e-06,0.178399537,16269115.56,3.80477E+12,0.194157211,0.320969492,-27106.92188,0.044443127,235.6710968,-143.9780273,-140.0601807,-41.35131073,15.88651371,0,-0.020352951,0.341322443
1,-3.95000028,-73.4399997,2022,4,100,298.816335,0.413887534,0.285881115,0.006962419,9.64772960975922e-06,0.172414846,-0.003514354,9.30940799072349e-06,0.181976482,15475912.11,1.12622E+13,0.233343773,0.385957032,-27106.92188,0.044443127,235.6710968,-143.9780273,-140.0601807,-41.35131073,15.88651371,0,0.002076859,0.383880173
1,-3.95000028,-73.4399997,2023,4,100,298.9712067,0.672893878,0.286874954,0.005635622,1.01878794123261e-05,0.264899318,-0.002795458,7.34029390906618e-06,0.205739572,12884322.05,2.96292E+13,0.403872216,0.470850685,-27106.92188,0.044443127,235.6710968,-143.9780273,-140.0601807,-41.35131073,15.88651371,0,-0.003681116,0.474531801
1,-3.95000028,-73.4399997,2024,4,100,299.1552124,0.884999543,0.373743966,0.005644162,1.25636828995018e-05,0.368578859,-0.002904511,9.49026383589717e-06,0.223477662,12550225.72,3.30955E+13,0.594392299,0.51742648,-27106.92188,0.044443127,235.6710968,-143.9780273,-140.0601807,-41.35131073,15.88651371,0,-0.04275312,0.560179599
2,-3.94999467,-73.43979207,2000,4,100,297.9783325,0.541468828,NaN,0.008066198,3.25579759889374e-06,NaN,-0.004439654,4.02013833696246e-06,NaN,16033027,4.32509E+12,NaN,NaN,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,NaN,NaN
2,-3.94999467,-73.43979207,2001,4,100,298.0578817,0.541404071,NaN,0.007775074,3.73002850323323e-06,NaN,-0.004135502,4.31259340390752e-06,NaN,16184831.79,3.79958E+12,NaN,NaN,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,NaN,NaN
2,-3.94999467,-73.43979207,2002,4,100,298.1808539,0.496639412,NaN,0.007525547,3.76162969890971e-06,NaN,-0.003889519,4.39966889794458e-06,NaN,16212803.22,3.62614E+12,NaN,NaN,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,NaN,NaN
2,-3.94999467,-73.43979207,2003,4,100,298.2261607,0.492833801,NaN,0.007448697,3.73148950146903e-06,NaN,-0.003816701,4.37970050269639e-06,NaN,16198672.52,3.5182E+12,NaN,NaN,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,NaN,NaN
2,-3.94999467,-73.43979207,2004,4,100,298.3553467,0.556093825,0.432345715,0.007078821,3.32726499537558e-06,-0.066637574,-0.003430641,3.98575710318724e-06,0.005264105,16301750.79,3.44716E+12,0.394518449,0.3707027,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,0,0.3707027
2,-3.94999467,-73.43979207,2005,4,100,298.5103709,0.488222267,0.425201787,0.006926541,3.06677936988653e-06,-0.068899725,-0.003246452,3.89144352234054e-06,-0.005620482,16410499.77,3.50009E+12,0.34933154,0.343269118,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,0.000414142,0.342854975
2,-3.94999467,-73.43979207,2006,4,100,298.5503489,0.47743669,0.419070715,0.006881227,3.15503731106284e-06,-0.020216231,-0.003154099,3.84101825569601e-06,0.037537748,16557776.79,3.26317E+12,0.36193763,0.343269118,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,0.004175851,0.339093267
2,-3.94999467,-73.43979207,2007,4,100,298.6008708,0.493742502,0.389976185,0.006796741,3.73765840981341e-06,0.000215421,-0.003050244,4.38202290957592e-06,0.048015471,16702862.31,3.17092E+12,0.355990303,0.373188605,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,-0.00431092,0.377499525
2,-3.94999467,-73.43979207,2008,4,100,298.5732524,0.383457856,0.37222915,0.006996458,4.01793881599728e-06,0.055202549,-0.003248082,4.61343456246258e-06,0.083479995,16715793.42,2.89033E+12,0.314871311,0.376198321,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,-0.005449793,0.381648114
2,-3.94999467,-73.43979207,2009,4,100,298.5083923,0.403412737,0.340765576,0.007251934,4.82201681719454e-06,0.117195505,-0.003540488,5.41969188650172e-06,0.127194397,16545897.71,2.91195E+12,0.277207215,0.369864883,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,0.009039807,0.360825076
2,-3.94999467,-73.43979207,2010,4,100,298.6080271,0.471873486,0.337507879,0.007255866,5.2804957134324e-06,0.141869601,-0.003551597,6.01986108170331e-06,0.133900639,16515662.9,3.12895E+12,0.217511593,0.322228384,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,0.010761826,0.311466558
2,-3.94999467,-73.43979207,2011,4,100,298.5708567,0.39648936,0.401648687,0.007440123,5.306340338635e-06,0.180467703,-0.003744537,6.18563799353268e-06,0.168672171,16368069.15,3.38238E+12,0.23690607,0.286740927,-27106.91602,0.044443119,235.67099,-143.977951,-140.0602264,-41.35132217,15.88655853,0,0.011282944,0.275457983
