sampleID,sampleLat,sampleLon,t2m_ave,t2m_var,t2m_ac,tp_ave,tp_var,tp_ac,def_ave,def_var,def_ac,ssrd_ave,ssrd_var,ssrd_ac,fc
9082,-14.2,-59.4,296.563872884115,1.37349998441362,0.301091937911637,0.00467426731315072,1.5317399640955e-05,0.0770935258308476,0.00775304272213892,2.27168205643337e-05,0.158482392527311,17900844.715,10786314796937.4,0.209336191567983,4
9084,-12.1,-55,298.672290852865,1.52767646205,0.332265523956344,0.00426793115514632,1.60785716554341e-05,0.0528769982506864,0.00723648101237283,2.40246790984838e-05,0.16292718029098,17876943.93,10581504823729.7,0.0986577433469395,100
9086,-22.8,-44.8,290.567089029948,4.81343422777211,0.15379842339361,0.00404060063039651,9.72435541947698e-06,-0.050739199396867,0.00677278996842991,1.51798286327386e-05,0.00387084774693901,16371941.3916667,14076933333998.4,0.116465158540953,37
9087,-16.9,-54.8,298.599270019531,2.4549785041829,0.198264543919554,0.00403397922776283,1.52161174819716e-05,0.0212659972591501,0.0067019857829401,2.42841634625106e-05,0.101059581230556,18585464.08,12440136885673.6,0.117407039413533,0
9089,-17.7,-66,285.504673665365,1.53799472422039,0.423874820593586,0.00229046833264874,5.35394717220031e-06,0.0706314431456111,0.00428885553837366,9.34673918309545e-06,0.150471814079603,20310059.02,15048712868547.3,0.280324680270025,0
9095,-20.9,-45.2,293.800318196615,4.43205475643659,0.147089167740125,0.00338852511017952,1.06778787790904e-05,0.0297924772762503,0.00595393699048145,1.63663004024486e-05,0.0926689986497788,17742038.5516667,14281999219565.1,0.125359346242304,49
9099,-15.8,-52.2,298.952687988281,2.02866749655244,0.249273195400868,0.00401616728421686,1.88523645404805e-05,0.00710983119165679,0.00652268389883526,2.92616584043933e-05,0.0816793548317111,18795777.9,12106473712498.7,0.126518799252066,9
9101,-4.8,-70.7,298.408046061198,0.526223198394047,0.518016043452476,0.00717022347186382,9.11014150064771e-06,0.170010612650462,0.0107003520918079,1.00503660722692e-05,0.177795362675625,15529988.3416667,9175802566283.63,0.388605106519348,100
9102,-12.2,-62.3,297.973931477865,1.15470448984284,0.397463998907688,0.00540680980173723,1.63271053257466e-05,0.106632992462106,0.00869374843022949,2.22119383440506e-05,0.189628428183658,17332715.8783333,10389600898055.5,0.293048821560467,100
9104,-5.8,-73.1,298.451659342448,0.66447680590477,0.474056614866275,0.00647459616108487,7.60594420926002e-06,0.163684656091019,0.0100613909416522,8.77376434465863e-06,0.181525988233257,15920100.8683333,9742921969328.39,0.358480215822408,100
9106,8.7,-81.3,296.488352050781,0.575192317868953,0.54569255674136,0.0102510693894389,1.66831020713551e-05,0.153250135938751,0.0141633142321371,1.8998288980777e-05,0.171591418054747,13940528.495,9814510831646.73,0.19116707165753,98
9107,-16.1,-63.9,297.862609863281,3.51714968247756,0.114396607466336,0.00473250994218688,1.21875327563735e-05,0.0629603609026191,0.00860161193561604,1.63303237616594e-05,0.125339899524403,16794820.4183333,12644917925683.9,0.228690098050092,0
9110,-14.5,-55.2,298.309361165365,1.66200162711284,0.292270649716468,0.00401594081300611,1.56200360213677e-05,0.0285378840969038,0.00661784983112777,2.41377367018765e-05,0.108310949049438,18367074.84,10851101433902.1,0.105240919415744,0
9111,-3,-50,300.038137207031,2.12889069573337,0.477128926734355,0.00584048049463794,2.44812617666756e-05,0.13264205503383,0.00913379110800937,2.52722236001491e-05,0.173070184556832,17261097.9683333,16117857705570.3,0.336439253007449,100
9119,-18.9,-44.3,296.041131998698,4.08012444814246,0.281304203388866,0.00262947947197821,9.371289654365e-06,-0.0109501661156803,0.0049647138138107,1.69936577504302e-05,0.113010479359877,18934163.2766667,15164660562876.3,0.166872486582513,0
9121,-20,-43.9,292.926118977865,4.13847179096213,0.23130903063356,0.00283170201937537,9.29779405699015e-06,0.0449562990956802,0.00539951426409364,1.63372395309312e-05,0.162878884017447,17972498.8666667,14924987779049.5,0.15082692810107,NaN
9124,-5.1,-53.5,299.068286946615,2.33271146869114,0.436355553067616,0.00566833310110572,1.86738562322352e-05,0.222166453248182,0.0086619198039989,2.11571220564813e-05,0.28746370557901,16662592.9683333,13245195908608,0.306875239119624,100
9129,6.5,-77.1,298.004732259115,0.561327162577689,0.619563933316273,0.0168106669327244,6.95913107705633e-05,0.143216617493045,0.0196063348899285,6.75466143887304e-05,0.141001011443045,11640579.425,6841758096003.87,0.317805738069051,98
9131,-3.4,-74.6,298.286509602865,0.598254036432259,0.382322025422993,0.00738054310456694,6.59361627902337e-06,0.176719099156193,0.0109226223874915,7.80963590645643e-06,0.190101870314433,15357593.6016667,9692128526343.63,0.246398355271681,100
9132,-4.7,-69.2,298.299960123698,0.513626652297501,0.52128541394188,0.00745837035336687,9.77112066894997e-06,0.263021103761698,0.010988132058604,1.06202395862755e-05,0.276820933701256,15580375.2116667,9238272993630.62,0.356576925991396,100
9133,-18.9,-53.5,296.970624186198,3.09169545931893,0.156087534417684,0.00331077426533284,8.98253583122381e-06,0.157932731121422,0.00619119590785734,1.66734763508349e-05,0.265475952870762,18539439.5733333,14085731494126.1,0.14321327413357,0
9134,-12.5,-72.8,292.344777832031,0.651255018689162,0.429530296258457,0.00618082514178241,2.54663757907929e-05,0.173628748009668,0.00875392225095614,2.70619367737248e-05,0.189443436206937,15199856.725,9356172520385.36,0.126302964923348,97
