sampleID,sampleLon,sampleLat,FC
1493,-69.9000000000007,2.00000000000003,100
1494,-49.9000000000008,-19.9,0
1495,-79.8000000000001,-4.89999999999997,0
1496,-47.1000000000008,-16.0999999999999,0
1497,-35.8000000000006,-9.59999999999996,0
1498,-53.2000000000009,-3.29999999999998,100
1499,-50.8000000000008,0.600000000000026,0
1500,-50.8000000000008,-19.4,0
1501,-48.3000000000008,-13.9999999999999,0
1502,-57.0000000000009,-18.9,0
1503,-75.0000000000004,-1.19999999999997,100
1504,-60.200000000001,-11.5999999999999,100
1505,-59.600000000001,-7.09999999999997,100
1506,-59.300000000001,-24,51
1507,-64.700000000001,-6.69999999999997,100
1508,-49.6000000000008,-17.8,0
1509,-65.6000000000009,0.800000000000026,100
1510,-60.100000000001,-16.1999999999999,0
1511,-66.9000000000009,-3.99999999999998,100
1512,-37.9000000000007,-6.29999999999997,0
1513,-59.100000000001,-4.69999999999997,100
1514,-60.500000000001,4.70000000000003,0
1515,-75.7000000000004,-4.29999999999998,90
1516,-62.700000000001,-0.499999999999974,100
1517,-71.4000000000006,-9.89999999999996,100
1518,-76.8000000000003,3.20000000000003,96
1519,-70.9000000000006,-17.4,0
1520,-64.000000000001,5.30000000000002,100
1521,-72.1000000000006,-4.99999999999997,100
1522,-36.4000000000006,-10.3,44
1523,-71.1000000000006,-10.9,100
1524,-45.9000000000008,-17.9,0
1525,-50.7000000000008,-2.79999999999998,100
1526,-61.700000000001,-1.19999999999997,100
1527,-63.300000000001,-23.1,51
1528,-43.7000000000007,-16.1999999999999,76
1529,-67.0000000000009,2.20000000000003,100
1530,-61.600000000001,8.60000000000001,0
1531,-47.2000000000008,-14.5999999999999,0
1532,-71.0000000000006,0.200000000000026,100
1533,-64.600000000001,-13.2999999999999,0
1534,-75.6000000000004,8.50000000000001,0
1535,-45.8000000000008,-21.2,43
1536,-74.5000000000004,10.6,NaN
1537,-59.900000000001,3.40000000000003,0
1538,-59.900000000001,-7.09999999999997,0
1539,-59.400000000001,-18.3,98
1540,-60.700000000001,-12.7999999999999,97
1541,-58.900000000001,-21.9,44
1542,-70.6000000000006,-0.0999999999999741,100
1543,-63.500000000001,2.58959520493818e-14,37
1544,-70.1000000000007,0.400000000000026,100
1545,-71.1000000000006,2.20000000000003,100
1546,-54.7000000000009,-9.09999999999996,100
1547,-57.0000000000009,-18.5,55
1548,-77.4000000000003,-2.29999999999997,98
1549,-39.6000000000007,-17.9,94
1550,-69.0000000000007,-10.1,100
1551,-68.3000000000008,-7.89999999999996,100
1552,-49.8000000000008,-4.19999999999998,46
1553,-77.3000000000003,-0.899999999999974,100
1554,-74.8000000000004,2.30000000000003,0
1555,-49.8000000000008,-14.9999999999999,0
1556,-75.9000000000003,1.10000000000003,0
1557,-68.2000000000008,-9.99999999999996,98
1558,-68.3000000000008,-2.69999999999998,100
1559,-70.2000000000007,-16.7999999999999,0
1560,-66.4000000000009,-12.0999999999999,100
1561,-78.2000000000002,-6.89999999999997,0
1562,-69.9000000000007,1.40000000000003,100
1563,-40.8000000000007,-20.7,0
1564,-73.7000000000005,8.70000000000001,0
1565,-69.1000000000007,-6.19999999999997,100
1566,-69.6000000000007,0.200000000000026,100
1567,-55.2000000000009,-9.69999999999996,61
1568,-42.1000000000007,-16.8999999999999,39
1569,-45.5000000000008,-5.69999999999997,93
1570,-73.3000000000005,-13.7999999999999,0
1571,-75.6000000000004,0.200000000000026,100
1572,-77.1000000000003,-5.29999999999997,100
1573,-65.5000000000009,-6.39999999999997,100
1574,-51.5000000000008,-6.79999999999997,0
1575,-41.4000000000007,-16.5999999999999,0
1576,-63.900000000001,-21.2,48
1577,-53.4000000000009,-13.4999999999999,64
1578,-60.200000000001,-17.9,55
1579,-60.300000000001,-4.09999999999998,100
1580,-74.6000000000004,-0.399999999999974,100
1581,-57.1000000000009,-19.4,45
1582,-79.5000000000001,-5.99999999999997,86
1583,-44.7000000000007,-7.09999999999997,0
1584,-76.2000000000003,2.80000000000003,95
1585,-70.8000000000006,-4.99999999999997,100
1586,-69.2000000000007,2.00000000000003,100
1587,-75.8000000000004,5.90000000000002,48
1588,-72.2000000000006,-6.99999999999997,100
1589,-64.400000000001,9.20000000000001,0
1590,-71.1000000000006,-5.99999999999997,100
1591,-77.3000000000003,-6.49999999999997,100
1592,-71.7000000000006,-3.19999999999998,100
1593,-75.2000000000004,-3.99999999999998,96
1594,-48.4000000000008,-1.39999999999997,0
1595,-71.0000000000006,3.00000000000003,0
1596,-47.0000000000008,-5.29999999999997,0
1597,-69.2000000000007,1.70000000000003,100
1598,-68.6000000000008,9.70000000000001,18
1599,-47.4000000000008,-21.5,0
1600,-68.9000000000007,-3.29999999999998,100
1601,-70.1000000000007,-21.9,0
1602,-50.5000000000008,-16.7999999999999,0
1603,-67.1000000000008,3.60000000000003,100
1604,-50.2000000000008,-17.1999999999999,0
1605,-44.7000000000007,-11.8999999999999,0
1606,-70.8000000000006,5.30000000000002,0
1607,-47.6000000000008,-13.7999999999999,19
1608,-46.0000000000008,-3.69999999999998,3
1609,-52.1000000000009,-6.69999999999997,100
1610,-63.400000000001,1.00000000000003,96
1611,-61.600000000001,2.40000000000003,87
1612,-55.6000000000009,-5.69999999999997,100
1613,-51.3000000000008,-19.8,0
1614,-44.0000000000007,-8.59999999999996,51
1615,-68.0000000000008,-16.2999999999999,0
1616,-65.000000000001,8.40000000000001,0
1617,-50.5000000000008,-12.9999999999999,37
1618,-55.8000000000009,-20.9,0
1619,-76.7000000000003,-11.7999999999999,0
1620,-67.4000000000008,-2.79999999999998,100
1621,-59.000000000001,-14.8999999999999,60
1622,-44.2000000000007,-5.39999999999997,43
1623,-53.2000000000009,-17.1999999999999,0
1624,-39.4000000000007,-6.09999999999997,0
1625,-64.100000000001,7.00000000000002,97
1626,-58.5000000000009,-7.89999999999996,100
1627,-67.5000000000008,-9.89999999999996,0
1628,-69.1000000000007,-12.6999999999999,100
1629,-52.8000000000009,-1.79999999999997,0
1630,-60.100000000001,-12.5999999999999,0
1631,-78.0000000000002,0.500000000000026,0
1632,-44.1000000000007,-6.09999999999997,87
1633,-69.7000000000007,-3.49999999999998,100
1634,-68.2000000000008,-10.7,30
1635,-49.1000000000008,-20.7,0
1636,-75.9000000000003,-8.59999999999996,100
1637,-70.5000000000007,4.70000000000003,0
1638,-63.000000000001,-22.6,51
1639,-78.0000000000002,-3.69999999999998,97
1640,-55.6000000000009,-4.99999999999997,100
1641,-78.0000000000002,2.00000000000003,99
1642,-58.2000000000009,2.60000000000003,100
1643,-66.3000000000009,-12.2999999999999,97
1644,-39.7000000000007,-19.2,0
1645,-53.8000000000009,-2.99999999999998,100
1646,-69.5000000000007,4.50000000000003,92
1647,-66.5000000000009,-20.1,0
1648,-65.3000000000009,-23,0
1649,-48.0000000000008,-23.7,0
1650,-67.1000000000008,6.20000000000002,0
1651,-57.3000000000009,-16.1999999999999,0
1652,-60.100000000001,-14.5999999999999,45
1653,-59.400000000001,-14.8999999999999,100
1654,-65.100000000001,2.58959520493818e-14,100
1655,-60.400000000001,-13.7999999999999,0
1656,-60.100000000001,-2.09999999999997,100
1657,-53.8000000000009,-16.3999999999999,0
1658,-39.3000000000007,-8.19999999999996,17
1659,-52.1000000000009,-8.29999999999996,99
1660,-53.1000000000009,-3.49999999999998,51
1661,-56.2000000000009,-13.7999999999999,0
1662,-62.500000000001,-11.8999999999999,0
1663,-63.000000000001,4.30000000000003,98
1664,-61.100000000001,-15.8999999999999,86
1665,-62.400000000001,-6.59999999999997,100
1666,-56.4000000000009,-1.19999999999997,100
1667,-46.3000000000008,-14.5999999999999,0
1668,-54.8000000000009,-10.1,0
1669,-54.8000000000009,-19.9,0
1670,-56.1000000000009,-16.2999999999999,60
1671,-74.9000000000004,2.60000000000003,95
1672,-60.900000000001,-21.6,37
1673,-63.900000000001,3.10000000000003,97
1674,-68.3000000000008,-12.7999999999999,14
1675,-44.2000000000007,-16.1999999999999,0
1676,-49.3000000000008,-17.9,0
1677,-73.0000000000005,7.30000000000002,36
1678,-71.1000000000006,1.40000000000003,100
1679,-80.6000000000001,-5.29999999999997,0
1680,-41.9000000000007,-14.5999999999999,53
1681,-73.0000000000005,-12.6999999999999,95
1682,-58.0000000000009,-19.3,52
1683,-57.0000000000009,-14.1999999999999,0
1684,-50.0000000000008,-23.4,0
1685,-46.3000000000008,-7.09999999999997,0
1686,-59.400000000001,-9.39999999999996,100
1687,-57.1000000000009,1.40000000000003,100
1688,-72.9000000000005,3.80000000000003,0
1689,-72.5000000000005,-6.89999999999997,100
1690,-61.700000000001,-22.9,44
1691,-52.5000000000009,-22.9,0
1692,-51.8000000000008,-17.9,0
1693,-65.7000000000009,-21.1,0
1694,-76.1000000000003,5.50000000000002,95
1695,-63.400000000001,-8.69999999999996,0
1696,-61.500000000001,5.90000000000002,96
1697,-76.2000000000003,-2.09999999999997,100
1698,-56.1000000000009,-5.09999999999997,0
1699,-64.600000000001,2.50000000000003,100
1700,-66.2000000000009,-11.9999999999999,100
1701,-56.2000000000009,0.700000000000026,100
1702,-66.1000000000009,6.80000000000002,97
1703,-44.5000000000007,-16.7999999999999,48
1704,-49.8000000000008,-4.99999999999997,52
1705,-78.1000000000002,-3.29999999999998,98
1706,-47.1000000000008,-15.9999999999999,0
1707,-58.0000000000009,-15.8999999999999,23
1708,-74.6000000000004,-0.0999999999999741,0
1709,-52.5000000000009,-9.19999999999996,100
1710,-62.100000000001,-4.49999999999998,100
1711,-60.800000000001,6.10000000000002,100
1712,-71.2000000000006,-14.3999999999999,0
1713,-48.5000000000008,-20.7,0
1714,-49.6000000000008,-23.1,0
1715,-66.4000000000009,-8.09999999999996,100
1716,-67.3000000000008,-22,0
1717,-51.3000000000008,-22.3,0
1718,-55.8000000000009,-18.9,0
1719,-64.000000000001,-8.89999999999996,89
1720,-43.1000000000007,-6.19999999999997,47
1721,-39.7000000000007,-5.79999999999997,0
1722,-54.3000000000009,1.40000000000003,98
1723,-61.500000000001,10.7,NaN
1724,-73.9000000000005,-8.79999999999996,100
1725,-40.5000000000007,-16.3999999999999,93
1726,-61.800000000001,6.30000000000002,100
1727,-54.6000000000009,5.90000000000002,60
1728,-77.1000000000003,-10.5,0
1729,-55.9000000000009,-11.4,100
1730,-53.0000000000009,3.70000000000003,100
1731,-60.900000000001,-23.7,51
1732,-51.4000000000008,4.00000000000003,0
1733,-65.4000000000009,-13.9999999999999,0
1734,-58.4000000000009,-20.6,93
1735,-60.600000000001,6.90000000000002,100
1736,-50.4000000000008,-0.0999999999999741,0
1737,-55.1000000000009,-14.3999999999999,0
1738,-51.2000000000008,-12.4999999999999,0
1739,-49.7000000000008,-3.79999999999998,23
1740,-78.8000000000002,-0.399999999999974,97
1741,-52.4000000000009,-11.3,0
1742,-56.1000000000009,1.00000000000003,100
1743,-47.8000000000008,-4.09999999999998,0
1744,-71.8000000000006,-12.3999999999999,95
1745,-39.8000000000007,-19.4,0
1746,-49.0000000000008,-19.2,0
1747,-56.0000000000009,2.40000000000003,100
1748,-52.5000000000009,4.10000000000003,100
1749,-69.0000000000007,-4.69999999999997,100
1750,-53.6000000000009,5.10000000000002,100
1751,-56.9000000000009,-12.8999999999999,100
1752,-79.2000000000002,-1.29999999999997,50
1753,-40.2000000000007,-17.6,0
1754,-43.8000000000007,-17.8,0
1755,-61.300000000001,9.30000000000001,97
1756,-56.8000000000009,-5.19999999999997,100
1757,-67.1000000000008,-0.199999999999974,100
1758,-51.0000000000008,-3.49999999999998,49
1759,-66.1000000000009,5.40000000000002,100
1760,-69.0000000000007,-11.2,100
1761,-64.500000000001,-7.89999999999996,100
1762,-76.1000000000003,-2.19999999999997,100
1763,-57.5000000000009,-20.5,0
1764,-68.1000000000008,-1.99999999999997,100
1765,-72.6000000000005,-4.19999999999998,100
1766,-55.3000000000009,-7.59999999999996,56
1767,-43.4000000000007,-2.99999999999998,0
1768,-43.2000000000007,-15.2999999999999,0
1769,-66.3000000000009,5.30000000000002,100
1770,-42.8000000000007,-10.7,0
1771,-63.300000000001,-12.2999999999999,0
1772,-57.6000000000009,-16.4999999999999,7
1773,-69.7000000000007,7.20000000000002,0
1774,-39.8000000000007,-10.9,0
1775,-39.9000000000007,-5.09999999999997,15
1776,-69.0000000000007,-3.59999999999998,100
1777,-51.1000000000008,-18.4,0
1778,-77.1000000000003,-7.69999999999996,100
1779,-58.0000000000009,-3.49999999999998,50
1780,-53.4000000000009,-4.09999999999998,100
1781,-59.700000000001,-21,0
1782,-61.000000000001,4.10000000000003,0
1783,-69.1000000000007,-3.59999999999998,100
1784,-64.600000000001,-13.8999999999999,44
1785,-69.9000000000007,-14.2999999999999,0
1786,-58.1000000000009,4.80000000000003,100
1787,-40.2000000000007,-18.8,0
1788,-72.8000000000005,-6.39999999999997,100
1789,-74.0000000000005,-12.6999999999999,0
1790,-57.2000000000009,-11.4,0
1791,-61.800000000001,-8.39999999999996,0
1792,-44.1000000000007,-8.59999999999996,82
1793,-53.9000000000009,-13.9999999999999,0
1794,-78.8000000000002,1.50000000000003,32
1795,-71.0000000000006,-16.5999999999999,0
1796,-49.5000000000008,-19.5,0
1797,-45.0000000000008,-13.4999999999999,0
1798,-67.6000000000008,6.90000000000002,51
1799,-49.4000000000008,-3.89999999999998,51
1800,-45.7000000000008,-6.09999999999997,17
1801,-70.8000000000006,-14.4999999999999,0
1802,-63.900000000001,3.80000000000003,100
1803,-53.5000000000009,-10.4,100
1804,-55.3000000000009,-12.7999999999999,0
1805,-72.9000000000005,8.30000000000001,93
1806,-52.9000000000009,-12.4999999999999,100
1807,-44.5000000000007,-22.6,0
1808,-55.4000000000009,2.80000000000003,100
1809,-72.4000000000005,3.30000000000003,17
1810,-66.5000000000009,-2.09999999999997,100
1811,-61.200000000001,10.7,NaN
1812,-49.9000000000008,-10.8,96
1813,-41.3000000000007,-22.1,24
1814,-61.400000000001,7.40000000000002,100
1815,-60.500000000001,-15.4999999999999,54
1816,-57.9000000000009,-19.1,93
1817,-51.3000000000008,-20,NaN
1818,-50.2000000000008,-17.4,0
1819,-69.6000000000007,-6.39999999999997,100
1820,-72.0000000000006,4.50000000000003,0
1821,-57.7000000000009,-13.6999999999999,0
1822,-60.000000000001,8.00000000000001,100
1823,-47.1000000000008,-8.39999999999996,0
1824,-58.7000000000009,-7.69999999999996,100
1825,-68.6000000000008,-15.0999999999999,94
1826,-59.900000000001,-12.0999999999999,90
1827,-68.6000000000008,5.80000000000002,0
1828,-72.7000000000005,-6.69999999999997,100
1829,-77.7000000000002,-1.39999999999997,100
1830,-53.8000000000009,-13.8999999999999,37
1831,-58.2000000000009,-14.1999999999999,0
1832,-59.700000000001,-11.5999999999999,100
1833,-70.6000000000006,-13.6999999999999,0
1834,-62.200000000001,4.60000000000003,100
1835,-70.0000000000007,11.3,NaN
1836,-61.400000000001,8.40000000000001,100
1837,-52.5000000000009,0.400000000000026,100
1838,-77.1000000000003,8.10000000000001,14
1839,-56.1000000000009,-1.09999999999997,100
1840,-49.9000000000008,-8.59999999999996,0
1841,-40.8000000000007,-18.2,0
1842,-79.2000000000002,-4.29999999999998,44
1843,-44.2000000000007,-9.89999999999996,49
1844,-43.2000000000007,-9.29999999999996,24
1845,-68.8000000000008,-5.09999999999997,100
1846,-40.9000000000007,-20.9,0
1847,-60.100000000001,-19.9,54
1848,-69.1000000000007,-17.6,0
1849,-69.6000000000007,3.90000000000003,99
1850,-62.200000000001,5.50000000000002,100
1851,-40.6000000000007,-9.69999999999996,0
1852,-73.1000000000005,3.60000000000003,0
1853,-71.9000000000006,-7.49999999999996,100
1854,-79.7000000000001,-1.89999999999997,44
1855,-54.8000000000009,4.20000000000003,98
1856,-72.4000000000005,10.5,NaN
1857,-70.3000000000007,9.50000000000001,44
1858,-68.0000000000008,9.00000000000001,52
1859,-69.8000000000007,1.80000000000003,100
1860,-57.6000000000009,-3.59999999999998,0
1861,-72.6000000000005,6.80000000000002,57
1862,-66.9000000000009,5.10000000000002,100
1863,-60.800000000001,8.40000000000001,100
1864,-79.7000000000001,-0.699999999999974,0
1865,-59.200000000001,0.900000000000026,100
1866,-64.200000000001,3.80000000000003,100
1867,-58.900000000001,2.50000000000003,100
1868,-55.3000000000009,-10.8,0
1869,-75.5000000000004,9.80000000000001,0
1870,-48.9000000000008,-17.0999999999999,0
1871,-75.5000000000004,0.800000000000026,0
1872,-74.1000000000004,-5.59999999999997,98
1873,-39.9000000000007,-14.1999999999999,0
1874,-57.6000000000009,1.30000000000003,100
1875,-66.4000000000009,-21.6,0
1876,-39.0000000000007,-13.9999999999999,0
1877,-63.300000000001,-18.6,0
1878,-68.4000000000008,-11.3,100
1879,-46.7000000000008,-21.5,0
1880,-57.3000000000009,-18.8,0
1881,-80.7000000000001,7.80000000000001,0
1882,-46.7000000000008,-8.09999999999996,0
1883,-79.7000000000001,-4.89999999999997,0
1884,-49.1000000000008,-7.79999999999996,36
1885,-79.2000000000002,-1.49999999999997,76
1886,-59.100000000001,-7.09999999999997,100
1887,-64.000000000001,8.30000000000001,59
1888,-67.6000000000008,-23.6,0
1889,-60.000000000001,1.10000000000003,100
1890,-62.300000000001,-5.59999999999997,100
1891,-44.1000000000007,-11.5,44
1892,-76.7000000000003,-1.29999999999997,100
1893,-65.4000000000009,-6.09999999999997,100
1894,-70.1000000000007,-16.3999999999999,0
1895,-70.8000000000006,2.30000000000003,100
1896,-36.2000000000006,-9.79999999999996,0
1897,-73.7000000000005,0.100000000000026,100
1898,-65.6000000000009,3.60000000000003,100
1899,-56.3000000000009,5.90000000000002,0
1900,-70.1000000000007,-19.1,0
1901,-62.600000000001,8.90000000000001,0
1902,-66.8000000000009,3.10000000000003,100
1903,-44.6000000000007,-5.29999999999997,0
1904,-46.3000000000008,-23.6,0
1905,-75.3000000000004,7.70000000000002,98
1906,-63.600000000001,-21.7,64
1907,-44.1000000000007,-7.09999999999997,0
1908,-74.7000000000004,-0.999999999999974,100
1909,-43.0000000000007,-10.1,48
1910,-45.6000000000008,-8.39999999999996,0
1911,-67.2000000000008,-10.2,47
1912,-80.1000000000001,-0.899999999999974,59
1913,-38.7000000000007,-5.89999999999997,0
1914,-57.8000000000009,6.00000000000002,6
1915,-36.7000000000006,-5.29999999999997,0
1916,-58.3000000000009,-4.19999999999998,100
1917,-59.500000000001,0.600000000000026,100
1918,-68.3000000000008,-5.99999999999997,100
1919,-60.100000000001,-8.29999999999996,100
1920,-46.3000000000008,-19.1,0
1921,-40.6000000000007,-15.8999999999999,95
1922,-37.1000000000006,-8.09999999999996,0
1923,-76.4000000000003,0.600000000000026,100
1924,-69.3000000000007,-3.59999999999998,98
1925,-39.8000000000007,-6.09999999999997,15
1926,-62.500000000001,7.20000000000002,61
1927,-67.6000000000008,7.00000000000002,0
1928,-58.0000000000009,2.70000000000003,100
1929,-44.4000000000007,-6.69999999999997,72
1930,-35.3000000000006,-6.39999999999997,0
1931,-62.200000000001,-21.4,24
1932,-79.7000000000001,-4.19999999999998,21
1933,-39.9000000000007,-13.7999999999999,0
1934,-44.6000000000007,-7.19999999999997,44
1935,-62.300000000001,-21.2,0
1936,-80.7000000000001,8.70000000000001,60
1937,-57.9000000000009,-14.8999999999999,95
1938,-62.800000000001,2.10000000000003,100
1939,-53.3000000000009,-4.69999999999997,100
1940,-55.3000000000009,-6.69999999999997,95
1941,-73.3000000000005,0.900000000000026,100
1942,-63.800000000001,-19.3,96
1943,-79.4000000000001,-6.29999999999997,0
1944,-70.9000000000006,0.200000000000026,100
1945,-50.9000000000008,-6.89999999999997,98
1946,-72.7000000000005,-0.199999999999974,91
1947,-62.400000000001,8.70000000000001,0
1948,-65.3000000000009,-4.79999999999997,100
1949,-66.7000000000009,0.300000000000026,100
1950,-62.400000000001,4.00000000000003,100
1951,-39.8000000000007,-10.7,48
1952,-53.2000000000009,-21.6,0
1953,-38.9000000000007,-5.29999999999997,0
1954,-73.0000000000005,-11.5999999999999,100
1955,-78.8000000000002,-2.49999999999998,0
1956,-51.9000000000009,-1.79999999999997,99
1957,-70.8000000000006,-17.9,0
1958,-65.4000000000009,-2.59999999999998,100
1959,-67.8000000000008,-19.8,0
1960,-63.600000000001,5.40000000000002,100
1961,-48.6000000000008,-3.69999999999998,100
1962,-70.1000000000007,-8.59999999999996,100
1963,-73.0000000000005,-2.69999999999998,100
1964,-47.7000000000008,-20.1,0
1965,-54.2000000000009,-9.59999999999996,100
1966,-69.0000000000007,-20,NaN
1967,-55.6000000000009,1.80000000000003,0
1968,-76.0000000000003,-12.9999999999999,0
1969,-53.0000000000009,-14.5999999999999,9
1970,-38.7000000000007,-11.8999999999999,82
1971,-53.0000000000009,-1.59999999999997,0
1972,-41.3000000000007,-13.8999999999999,15
1973,-50.1000000000008,-6.09999999999997,100
1974,-68.8000000000008,0.300000000000026,100
1975,-80.0000000000001,-6.39999999999997,0
1976,-59.200000000001,3.70000000000003,100
1977,-38.3000000000007,-4.39999999999998,73
1978,-56.4000000000009,-5.49999999999997,100
1979,-68.3000000000008,-3.89999999999998,100
1980,-57.0000000000009,-22.9,0
1981,-42.7000000000007,-4.79999999999997,86
1982,-58.7000000000009,4.10000000000003,100
1983,-65.8000000000009,-13.7999999999999,0
1984,-62.800000000001,-5.99999999999997,100
1985,-52.0000000000009,-0.699999999999974,100
1986,-69.3000000000007,-13.8999999999999,97
1987,-71.2000000000006,4.80000000000003,37
1988,-72.0000000000006,10.5,NaN
1989,-52.4000000000009,2.90000000000003,97
1990,-54.4000000000009,-10.9,100
1991,-76.7000000000003,-11.9999999999999,0
1992,-53.6000000000009,-11,100
1993,-78.6000000000002,-7.59999999999996,27
1994,-48.9000000000008,-8.89999999999996,0
1995,-58.0000000000009,-7.19999999999997,100
1996,-45.5000000000008,-20.8,0
1997,-72.1000000000006,-5.69999999999997,100
1998,-59.200000000001,-5.19999999999997,100
1999,-64.400000000001,-16.7999999999999,100
2000,-64.300000000001,-6.29999999999997,100
2001,-69.8000000000007,10.2,NaN
2002,-60.900000000001,2.30000000000003,0
2003,-52.9000000000009,-14.1999999999999,0
2004,-62.800000000001,-7.09999999999997,100
2005,-44.1000000000007,-12.9999999999999,0
2006,-62.300000000001,-20.7,4
2007,-63.000000000001,9.00000000000001,44
2008,-60.800000000001,-2.49999999999998,100
2009,-61.600000000001,-3.89999999999998,100
2010,-55.4000000000009,-11.8999999999999,100
2011,-61.600000000001,-11.5999999999999,0
2012,-60.700000000001,-1.39999999999997,100
2013,-56.6000000000009,-17.0999999999999,93
2014,-52.2000000000009,-19.3,0
2015,-61.600000000001,-22.9,0
2016,-49.9000000000008,-20.9,0
2017,-60.000000000001,-14.9999999999999,95
2018,-39.2000000000007,-6.99999999999997,14
2019,-55.2000000000009,2.30000000000003,100
2020,-59.500000000001,-2.49999999999998,98
2021,-37.0000000000006,-6.39999999999997,0
2022,-63.900000000001,-21.4,72
2023,-77.9000000000002,-9.89999999999996,0
2024,-46.6000000000008,-2.79999999999998,0
2025,-46.0000000000008,-9.09999999999996,0
2026,-43.0000000000007,-19.8,74
2027,-57.1000000000009,-0.899999999999974,100
2028,-70.3000000000007,7.70000000000002,0
2029,-68.4000000000008,2.80000000000003,55
2030,-35.0000000000006,-6.59999999999997,0
2031,-38.0000000000007,-4.69999999999997,0
2032,-52.9000000000009,-13.7999999999999,15
2033,-69.5000000000007,-1.79999999999997,100
2034,-49.8000000000008,-4.49999999999998,97
2035,-66.7000000000009,-13.3999999999999,0
2036,-48.1000000000008,-9.79999999999996,0
2037,-46.1000000000008,-15.7999999999999,0
2038,-55.4000000000009,-6.59999999999997,97
2039,-45.0000000000008,-13.6999999999999,0
2040,-56.8000000000009,-7.69999999999996,100
2041,-75.9000000000003,9.10000000000001,0
2042,-52.5000000000009,-4.99999999999997,100
2043,-49.7000000000008,-13.6999999999999,55
2044,-68.5000000000008,-13.6999999999999,100
2045,-63.500000000001,9.80000000000001,0
2046,-42.5000000000007,-20.9,0
2047,-65.3000000000009,4.00000000000003,100
2048,-75.9000000000003,-5.79999999999997,100
2049,-50.7000000000008,-16.0999999999999,0
2050,-70.9000000000006,-1.19999999999997,100
2051,-44.0000000000007,-12.0999999999999,0
2052,-60.000000000001,3.00000000000003,0
2053,-52.7000000000009,-1.19999999999997,100
2054,-43.9000000000007,-6.19999999999997,95
2055,-43.2000000000007,-12.5999999999999,0
2056,-64.800000000001,-19,0
2057,-57.1000000000009,-18.1,54
2058,-57.1000000000009,2.00000000000003,100
2059,-67.2000000000008,3.00000000000003,100
2060,-64.600000000001,-5.79999999999997,100
2061,-67.7000000000008,8.50000000000001,25
2062,-61.900000000001,-17.9,28
2063,-67.5000000000008,-1.99999999999997,100
2064,-48.1000000000008,-14.8999999999999,43
2065,-75.6000000000004,3.00000000000003,96
2066,-64.600000000001,-23.4,96
2067,-63.800000000001,-14.7999999999999,98
2068,-61.500000000001,-21.7,22
2069,-69.9000000000007,-21,0
2070,-48.6000000000008,-11.5999999999999,0
2071,-42.8000000000007,-21,0
2072,-46.1000000000008,-13.5999999999999,0
2073,-61.500000000001,-22.9,0
2074,-40.4000000000007,-5.69999999999997,0
2075,-70.9000000000006,4.70000000000003,0
2076,-57.0000000000009,-12.5999999999999,100
2077,-62.100000000001,1.10000000000003,49
2078,-70.5000000000007,8.30000000000001,0
2079,-67.0000000000009,9.00000000000001,40
2080,-66.6000000000009,2.70000000000003,100
2081,-57.0000000000009,2.30000000000003,100
2082,-61.900000000001,-17.6,0
2083,-64.900000000001,-2.99999999999998,100
2084,-42.5000000000007,-4.09999999999998,95
2085,-44.0000000000007,-19.2,76
2086,-41.0000000000007,-21.3,0
2087,-58.1000000000009,2.50000000000003,100
2088,-63.100000000001,-20.7,0
2089,-80.2000000000001,-5.19999999999997,0
2090,-78.1000000000002,-9.29999999999996,0
2091,-57.4000000000009,-23.2,3
2092,-73.0000000000005,9.00000000000001,100
2093,-42.6000000000007,-7.09999999999997,0
2094,-66.9000000000009,-19.1,0
2095,-48.0000000000008,-13.4999999999999,60
2096,-77.5000000000003,-6.39999999999997,98
2097,-46.6000000000008,-3.09999999999998,100
2098,-44.4000000000007,-18.1,87
2099,-70.8000000000006,-7.99999999999996,100
2100,-60.200000000001,4.70000000000003,0
2101,-68.2000000000008,-13.7999999999999,43
2102,-72.5000000000005,5.20000000000002,0
2103,-67.2000000000008,6.00000000000002,100
2104,-46.7000000000008,-2.99999999999998,62
2105,-46.7000000000008,-2.19999999999997,97
2106,-72.8000000000005,-15.7999999999999,0
2107,-67.4000000000008,-4.59999999999997,0
2108,-46.2000000000008,-20.7,0
2109,-59.500000000001,-22.1,49
2110,-70.5000000000007,-1.19999999999997,100
2111,-47.4000000000008,-9.39999999999996,0
2112,-66.5000000000009,-3.49999999999998,100
2113,-45.4000000000008,-10.2,0
2114,-59.300000000001,-13.7999999999999,0
2115,-61.600000000001,3.50000000000003,97
2116,-75.0000000000004,-3.99999999999998,100
2117,-74.1000000000004,7.30000000000002,93
2118,-47.5000000000008,-21.7,0
2119,-45.3000000000008,-9.49999999999996,0
2120,-61.200000000001,-8.09999999999996,100
2121,-61.300000000001,-20.5,52
2122,-76.2000000000003,-4.39999999999998,100
2123,-76.0000000000003,3.30000000000003,90
2124,-70.6000000000006,7.50000000000002,44
2125,-65.4000000000009,-7.89999999999996,100
2126,-42.8000000000007,-6.19999999999997,0
2127,-58.0000000000009,0.900000000000026,100
2128,-76.3000000000003,-9.69999999999996,0
2129,-68.7000000000008,-2.99999999999998,100
2130,-51.3000000000008,-1.19999999999997,0
2131,-68.9000000000007,4.70000000000003,100
2132,-39.7000000000007,-8.39999999999996,0
2133,-65.4000000000009,8.20000000000001,0
2134,-43.6000000000007,-2.99999999999998,51
2135,-41.4000000000007,-16.2999999999999,0
2136,-41.8000000000007,-3.49999999999998,7
